"","supercluster","cluster","words"
"5171","liwc","health","alcohol*"
"5172","liwc","health","alive"
"5173","liwc","health","allerg*"
"5174","liwc","health","amput*"
"5175","liwc","health","anorexi*"
"5176","liwc","health","antacid*"
"5177","liwc","health","antidepressant*"
"5178","liwc","health","appendic*"
"5179","liwc","health","arthr*"
"5180","liwc","health","aspirin*"
"5181","liwc","health","asthma*"
"5182","liwc","health","bandage*"
"5183","liwc","health","bandaid"
"5184","liwc","health","binge*"
"5185","liwc","health","binging"
"5186","liwc","health","bipolar"
"5187","liwc","health","bleed*"
"5188","liwc","health","blind*"
"5189","liwc","health","bronchi*"
"5190","liwc","health","bulimi*"
"5191","liwc","health","burp*"
"5192","liwc","health","cancer*"
"5193","liwc","health","cardia*"
"5194","liwc","health","cardio*"
"5195","liwc","health","checkup*"
"5196","liwc","health","chills"
"5197","liwc","health","chiropract*"
"5198","liwc","health","chlamydia"
"5199","liwc","health","chok*"
"5200","liwc","health","cholester*"
"5201","liwc","health","chronic*"
"5202","liwc","health","clinic*"
"5203","liwc","health","codeine"
"5204","liwc","health","colono*"
"5205","liwc","health","coma*"
"5206","liwc","health","congest*"
"5207","liwc","health","constipat*"
"5208","liwc","health","contag*"
"5209","liwc","health","coronar*"
"5210","liwc","health","cough*"
"5211","liwc","health","cramp*"
"5212","liwc","health","cyst*"
"5213","liwc","health","deaf*"
"5214","liwc","health","decongest*"
"5215","liwc","health","dentist*"
"5216","liwc","health","derma*"
"5217","liwc","health","detox*"
"5218","liwc","health","diabet*"
"5219","liwc","health","diagnos*"
"5220","liwc","health","diarr*"
"5221","liwc","health","digest*"
"5222","liwc","health","disease*"
"5223","liwc","health","dizz*"
"5224","liwc","health","doctor*"
"5225","liwc","health","dosage"
"5226","liwc","health","dose*"
"5227","liwc","health","dosing"
"5228","liwc","health","dr"
"5229","liwc","health","drows*"
"5230","liwc","health","drs"
"5231","liwc","health","drug*"
"5232","liwc","health","dx"
"5233","liwc","health","emphysem*"
"5234","liwc","health","enema*"
"5235","liwc","health","estrogen*"
"5236","liwc","health","exercis*"
"5237","liwc","health","exhaust*"
"5238","liwc","health","faint*"
"5239","liwc","health","farsighted"
"5240","liwc","health","fat"
"5241","liwc","health","fatigu*"
"5242","liwc","health","fats"
"5243","liwc","health","fatt*"
"5244","liwc","health","fever*"
"5245","liwc","health","flu"
"5246","liwc","health","gland*"
"5247","liwc","health","glaucoma"
"5248","liwc","health","gynecolog*"
"5249","liwc","health","gyno*"
"5250","liwc","health","hallucinat*"
"5251","liwc","health","hangover*"
"5252","liwc","health","headache*"
"5253","liwc","health","heal"
"5254","liwc","health","healed"
"5255","liwc","health","healer*"
"5256","liwc","health","healing"
"5257","liwc","health","heals"
"5258","liwc","health","health*"
"5259","liwc","health","heartburn*"
"5260","liwc","health","hemor*"
"5261","liwc","health","herpes"
"5262","liwc","health","hiccup*"
"5263","liwc","health","hiv"
"5264","liwc","health","hormone*"
"5265","liwc","health","hospital*"
"5266","liwc","health","hungover"
"5267","liwc","health","hyperten*"
"5268","liwc","health","hypotherm*"
"5269","liwc","health","ibuprofen"
"5270","liwc","health","ICU"
"5271","liwc","health","ill"
"5272","liwc","health","illness*"
"5273","liwc","health","immun*"
"5274","liwc","health","indigestion"
"5275","liwc","health","infect*"
"5276","liwc","health","inflam*"
"5277","liwc","health","ingest*"
"5278","liwc","health","injur*"
"5279","liwc","health","insomnia*"
"5280","liwc","health","insulin"
"5281","liwc","health","intox*"
"5282","liwc","health","itch*"
"5283","liwc","health","iv"
"5284","liwc","health","leuke*"
"5285","liwc","health","life"
"5286","liwc","health","living"
"5287","liwc","health","lozenge*"
"5288","liwc","health","lump"
"5289","liwc","health","lymph*"
"5290","liwc","health","mammogram"
"5291","liwc","health","manicdep*"
"5292","liwc","health","medic*"
"5293","liwc","health","migrain*"
"5294","liwc","health","miscar*"
"5295","liwc","health","mono"
"5296","liwc","health","mri"
"5297","liwc","health","myopi*"
"5298","liwc","health","nause*"
"5299","liwc","health","nearsighted"
"5300","liwc","health","neurolog*"
"5301","liwc","health","numb*"
"5302","liwc","health","nurse*"
"5303","liwc","health","nutrition*"
"5304","liwc","health","obes*"
"5305","liwc","health","OCD"
"5306","liwc","health","optometr*"
"5307","liwc","health","orthodon*"
"5308","liwc","health","orthoped*"
"5309","liwc","health","overweight"
"5310","liwc","health","pain"
"5311","liwc","health","pained"
"5312","liwc","health","painf*"
"5313","liwc","health","paining"
"5314","liwc","health","painl*"
"5315","liwc","health","pains"
"5316","liwc","health","pap"
"5317","liwc","health","paraly*"
"5318","liwc","health","patholog*"
"5319","liwc","health","pediatr*"
"5320","liwc","health","pharmac*"
"5321","liwc","health","phobi*"
"5322","liwc","health","physical*"
"5323","liwc","health","physician*"
"5324","liwc","health","pill"
"5325","liwc","health","pills"
"5326","liwc","health","pimple*"
"5327","liwc","health","pms"
"5328","liwc","health","podiatr*"
"5329","liwc","health","poison*"
"5330","liwc","health","pregnan*"
"5331","liwc","health","prescri*"
"5332","liwc","health","prognos*"
"5333","liwc","health","prozac"
"5334","liwc","health","puk*"
"5335","liwc","health","puss"
"5336","liwc","health","queas*"
"5337","liwc","health","rehab*"
"5338","liwc","health","ritalin"
"5339","liwc","health","rx"
"5340","liwc","health","scab*"
"5341","liwc","health","schizophren*"
"5342","liwc","health","scrape*"
"5343","liwc","health","seizure*"
"5344","liwc","health","sick"
"5345","liwc","health","sickday*"
"5346","liwc","health","sicker"
"5347","liwc","health","sickest"
"5348","liwc","health","sickleave*"
"5349","liwc","health","sickly"
"5350","liwc","health","sickness*"
"5351","liwc","health","sinus*"
"5352","liwc","health","sore*"
"5353","liwc","health","std*"
"5354","liwc","health","stiff*"
"5355","liwc","health","strept*"
"5356","liwc","health","stroke*"
"5357","liwc","health","sunburn*"
"5358","liwc","health","surgeon*"
"5359","liwc","health","surger*"
"5360","liwc","health","swelling"
"5361","liwc","health","swollen"
"5362","liwc","health","symptom*"
"5363","liwc","health","syndrome*"
"5364","liwc","health","syphili*"
"5365","liwc","health","tender*"
"5366","liwc","health","tendoni*"
"5367","liwc","health","testosterone*"
"5368","liwc","health","therap*"
"5369","liwc","health","thermometer*"
"5370","liwc","health","throb*"
"5371","liwc","health","thyroid*"
"5372","liwc","health","tingl*"
"5373","liwc","health","tire*"
"5374","liwc","health","tiring"
"5375","liwc","health","tox*"
"5376","liwc","health","tumo*"
"5377","liwc","health","twitch*"
"5378","liwc","health","tylenol"
"5379","liwc","health","ulcer*"
"5380","liwc","health","unhealth*"
"5381","liwc","health","vertigo"
"5382","liwc","health","viagra"
"5383","liwc","health","vicodin"
"5384","liwc","health","vitamin*"
"5385","liwc","health","vomit*"
"5386","liwc","health","wart"
"5387","liwc","health","warts"
"5388","liwc","health","wash"
"5389","liwc","health","weak*"
"5390","liwc","health","weary"
"5391","liwc","health","wheez*"
"5392","liwc","health","withdrawal"
"5393","liwc","health","wound*"
"5394","liwc","health","xanax"
"5395","liwc","health","xray*"
"5396","liwc","health","yawn*"
"5397","liwc","health","zit"
"5398","liwc","health","zits"
"5399","liwc","health","zoloft"
"5400","liwc","sexual","abortion*"
"5401","liwc","sexual","aids"
"5402","liwc","sexual","arous*"
"5403","liwc","sexual","ass"
"5404","liwc","sexual","asses"
"5405","liwc","sexual","bi"
"5406","liwc","sexual","boner*"
"5407","liwc","sexual","boob*"
"5408","liwc","sexual","breast*"
"5409","liwc","sexual","butt"
"5410","liwc","sexual","butts"
"5412","liwc","sexual","chlamydia"
"5413","liwc","sexual","cock"
"5414","liwc","sexual","cocks*"
"5415","liwc","sexual","condom"
"5416","liwc","sexual","condoms"
"5417","liwc","sexual","cuddl*"
"5418","liwc","sexual","dick"
"5419","liwc","sexual","dicks"
"5420","liwc","sexual","dyke*"
"5421","liwc","sexual","erectile"
"5422","liwc","sexual","erection*"
"5423","liwc","sexual","erotic*"
"5424","liwc","sexual","foreplay"
"5425","liwc","sexual","fuck"
"5426","liwc","sexual","fucked*"
"5427","liwc","sexual","fucker*"
"5428","liwc","sexual","fuckin*"
"5429","liwc","sexual","fucks"
"5430","liwc","sexual","gay"
"5431","liwc","sexual","gays"
"5432","liwc","sexual","genital*"
"5433","liwc","sexual","gonorrhea"
"5434","liwc","sexual","hiv"
"5435","liwc","sexual","ho"
"5436","liwc","sexual","homo"
"5437","liwc","sexual","homos"
"5438","liwc","sexual","homosexual*"
"5439","liwc","sexual","hornie*"
"5440","liwc","sexual","horny"
"5441","liwc","sexual","hug"
"5442","liwc","sexual","hugg*"
"5443","liwc","sexual","hugs"
"5444","liwc","sexual","hump*"
"5445","liwc","sexual","incest*"
"5446","liwc","sexual","jissom"
"5447","liwc","sexual","jizz"
"5448","liwc","sexual","kiss*"
"5449","liwc","sexual","lesbian*"
"5450","liwc","sexual","libid*"
"5451","liwc","sexual","love"
"5452","liwc","sexual","loved"
"5453","liwc","sexual","lover*"
"5454","liwc","sexual","loves"
"5455","liwc","sexual","lust*"
"5456","liwc","sexual","makeout*"
"5457","liwc","sexual","naked"
"5458","liwc","sexual","nipple*"
"5459","liwc","sexual","nude*"
"5460","liwc","sexual","orgasm*"
"5461","liwc","sexual","orgies"
"5462","liwc","sexual","orgy"
"5463","liwc","sexual","ovar*"
"5464","liwc","sexual","passion*"
"5465","liwc","sexual","penis*"
"5466","liwc","sexual","perver*"
"5467","liwc","sexual","porn*"
"5468","liwc","sexual","pregnan*"
"5469","liwc","sexual","prostat*"
"5470","liwc","sexual","prostitu*"
"5471","liwc","sexual","prude"
"5472","liwc","sexual","prudes"
"5473","liwc","sexual","prudish*"
"5474","liwc","sexual","pubic"
"5475","liwc","sexual","pussy*"
"5476","liwc","sexual","queer*"
"5477","liwc","sexual","rape*"
"5478","liwc","sexual","raping"
"5479","liwc","sexual","rapist*"
"5480","liwc","sexual","screw*"
"5481","liwc","sexual","seduc*"
"5482","liwc","sexual","sex*"
"5483","liwc","sexual","slut*"
"5484","liwc","sexual","std*"
"5485","liwc","sexual","stud"
"5486","liwc","sexual","syphili*"
"5487","liwc","sexual","tit"
"5488","liwc","sexual","tits"
"5489","liwc","sexual","titties"
"5490","liwc","sexual","titty"
"5491","liwc","sexual","vagina*"
"5492","liwc","sexual","vd"
"5493","liwc","sexual","virgin*"
"5494","liwc","sexual","whore*"
"5495","liwc","sexual","womb*"
"5496","liwc","ingest","alcohol*"
"5497","liwc","ingest","anorexi*"
"5498","liwc","ingest","appeti*"
"5499","liwc","ingest","ate"
"5500","liwc","ingest","bake*"
"5501","liwc","ingest","baking"
"5502","liwc","ingest","bar"
"5503","liwc","ingest","bars"
"5504","liwc","ingest","beer*"
"5505","liwc","ingest","binge*"
"5506","liwc","ingest","binging"
"5507","liwc","ingest","boil*"
"5508","liwc","ingest","booz*"
"5509","liwc","ingest","bread"
"5510","liwc","ingest","breakfast*"
"5511","liwc","ingest","brunch*"
"5512","liwc","ingest","bulimi*"
"5513","liwc","ingest","cafeteria*"
"5514","liwc","ingest","candie*"
"5515","liwc","ingest","candy"
"5516","liwc","ingest","chew*"
"5517","liwc","ingest","chow*"
"5518","liwc","ingest","cigar*"
"5519","liwc","ingest","cocktail*"
"5520","liwc","ingest","coffee*"
"5521","liwc","ingest","coke*"
"5522","liwc","ingest","cook*"
"5523","liwc","ingest","dessert*"
"5524","liwc","ingest","diet*"
"5525","liwc","ingest","digest*"
"5526","liwc","ingest","dine"
"5527","liwc","ingest","dined"
"5528","liwc","ingest","diner"
"5529","liwc","ingest","diners"
"5530","liwc","ingest","dines"
"5531","liwc","ingest","dining"
"5532","liwc","ingest","dinner*"
"5533","liwc","ingest","dish"
"5534","liwc","ingest","dishes"
"5535","liwc","ingest","drank"
"5536","liwc","ingest","drink*"
"5537","liwc","ingest","drunk*"
"5538","liwc","ingest","eat"
"5539","liwc","ingest","eaten"
"5540","liwc","ingest","eating"
"5541","liwc","ingest","eats"
"5542","liwc","ingest","egg*"
"5543","liwc","ingest","espresso*"
"5544","liwc","ingest","fat"
"5545","liwc","ingest","fats"
"5546","liwc","ingest","fatt*"
"5547","liwc","ingest","fed"
"5548","liwc","ingest","feed"
"5549","liwc","ingest","feeder*"
"5550","liwc","ingest","feeding*"
"5551","liwc","ingest","feeds"
"5552","liwc","ingest","food*"
"5553","liwc","ingest","fries"
"5554","liwc","ingest","fruit*"
"5555","liwc","ingest","fry*"
"5556","liwc","ingest","glutton*"
"5557","liwc","ingest","gobble*"
"5558","liwc","ingest","gobbling"
"5559","liwc","ingest","grocer*"
"5560","liwc","ingest","gulp*"
"5561","liwc","ingest","helpings"
"5562","liwc","ingest","hunger*"
"5563","liwc","ingest","hungr*"
"5564","liwc","ingest","ingest*"
"5565","liwc","ingest","kitchen*"
"5566","liwc","ingest","liquor*"
"5567","liwc","ingest","lunch*"
"5568","liwc","ingest","meal*"
"5569","liwc","ingest","milk*"
"5570","liwc","ingest","obes*"
"5571","liwc","ingest","overate"
"5572","liwc","ingest","overeat*"
"5573","liwc","ingest","overweight"
"5574","liwc","ingest","pasta*"
"5575","liwc","ingest","pizza*"
"5576","liwc","ingest","restau*"
"5577","liwc","ingest","salad*"
"5578","liwc","ingest","sandwich*"
"5579","liwc","ingest","servings"
"5580","liwc","ingest","skinni*"
"5581","liwc","ingest","skinny*"
"5582","liwc","ingest","smok*"
"5583","liwc","ingest","snack*"
"5584","liwc","ingest","soda*"
"5585","liwc","ingest","starve*"
"5586","liwc","ingest","starving"
"5587","liwc","ingest","stuffed"
"5588","liwc","ingest","sugar*"
"5589","liwc","ingest","supper*"
"5590","liwc","ingest","swallow*"
"5591","liwc","ingest","tast*"
"5592","liwc","ingest","tea"
"5593","liwc","ingest","thirst*"
"5594","liwc","ingest","veget*"
"5595","liwc","ingest","veggie*"
"5596","liwc","ingest","waist*"
"5597","liwc","ingest","water"
"5598","liwc","ingest","weigh"
"5599","liwc","ingest","weighed"
"5600","liwc","ingest","weighing*"
"5601","liwc","ingest","weighs"
"5602","liwc","ingest","weight"
"5603","liwc","ingest","whiskey*"
"5604","liwc","ingest","whisky*"
"5605","liwc","ingest","wine"
"5606","liwc","ingest","wines"
"5607","liwc","relativ","above"
"5608","liwc","relativ","abrupt*"
"5609","liwc","relativ","across"
"5610","liwc","relativ","act"
"5611","liwc","relativ","action*"
"5612","liwc","relativ","advanc*"
"5613","liwc","relativ","after"
"5614","liwc","relativ","afterlife*"
"5615","liwc","relativ","aftermath*"
"5616","liwc","relativ","afternoon*"
"5617","liwc","relativ","afterthought*"
"5618","liwc","relativ","afterward*"
"5619","liwc","relativ","again"
"5620","liwc","relativ","age"
"5621","liwc","relativ","aged"
"5622","liwc","relativ","ages"
"5623","liwc","relativ","aging"
"5624","liwc","relativ","ago"
"5625","liwc","relativ","ahead"
"5626","liwc","relativ","air"
"5627","liwc","relativ","already"
"5628","liwc","relativ","always"
"5629","liwc","relativ","among*"
"5630","liwc","relativ","ancient*"
"5631","liwc","relativ","annual*"
"5632","liwc","relativ","anymore"
"5633","liwc","relativ","anytime"
"5634","liwc","relativ","anywhere"
"5635","liwc","relativ","apart"
"5636","liwc","relativ","appear"
"5637","liwc","relativ","appeared"
"5638","liwc","relativ","appearing"
"5639","liwc","relativ","appears"
"5640","liwc","relativ","approach*"
"5641","liwc","relativ","april"
"5642","liwc","relativ","area*"
"5643","liwc","relativ","around"
"5644","liwc","relativ","arrival*"
"5645","liwc","relativ","arrive"
"5646","liwc","relativ","arrived"
"5647","liwc","relativ","arrives"
"5648","liwc","relativ","arriving"
"5649","liwc","relativ","at"
"5650","liwc","relativ","atop"
"5651","liwc","relativ","attend"
"5652","liwc","relativ","attended"
"5653","liwc","relativ","attending"
"5654","liwc","relativ","attends"
"5655","liwc","relativ","august"
"5656","liwc","relativ","autumn"
"5657","liwc","relativ","away"
"5658","liwc","relativ","awhile"
"5659","liwc","relativ","back"
"5660","liwc","relativ","backward*"
"5661","liwc","relativ","before"
"5662","liwc","relativ","began"
"5663","liwc","relativ","begin"
"5664","liwc","relativ","beginn*"
"5665","liwc","relativ","begins"
"5666","liwc","relativ","begun"
"5667","liwc","relativ","behavio*"
"5668","liwc","relativ","below"
"5669","liwc","relativ","bend"
"5670","liwc","relativ","bending"
"5671","liwc","relativ","bends"
"5672","liwc","relativ","beneath"
"5673","liwc","relativ","bent"
"5674","liwc","relativ","beside"
"5675","liwc","relativ","beyond"
"5676","liwc","relativ","biannu*"
"5677","liwc","relativ","big"
"5678","liwc","relativ","bigger"
"5679","liwc","relativ","biggest"
"5680","liwc","relativ","bimonth*"
"5681","liwc","relativ","birth*"
"5682","liwc","relativ","biweek*"
"5683","liwc","relativ","born"
"5684","liwc","relativ","both"
"5685","liwc","relativ","bottom*"
"5686","liwc","relativ","breadth"
"5687","liwc","relativ","break"
"5688","liwc","relativ","brief*"
"5689","liwc","relativ","bring"
"5690","liwc","relativ","bringing"
"5691","liwc","relativ","brings"
"5692","liwc","relativ","brink"
"5693","liwc","relativ","broad*"
"5694","liwc","relativ","brought"
"5695","liwc","relativ","building"
"5696","liwc","relativ","busy"
"5697","liwc","relativ","came"
"5698","liwc","relativ","capacit*"
"5699","liwc","relativ","car"
"5700","liwc","relativ","carried"
"5701","liwc","relativ","carrier*"
"5702","liwc","relativ","carries"
"5703","liwc","relativ","carry"
"5704","liwc","relativ","carrying"
"5705","liwc","relativ","catch"
"5706","liwc","relativ","caught"
"5707","liwc","relativ","cease*"
"5708","liwc","relativ","ceasing"
"5709","liwc","relativ","ceiling*"
"5710","liwc","relativ","center*"
"5711","liwc","relativ","centre*"
"5712","liwc","relativ","centur*"
"5713","liwc","relativ","change"
"5714","liwc","relativ","changed"
"5715","liwc","relativ","changes"
"5716","liwc","relativ","changing"
"5717","liwc","relativ","childhood"
"5718","liwc","relativ","christmas*"
"5719","liwc","relativ","city"
"5720","liwc","relativ","climb*"
"5721","liwc","relativ","clock*"
"5722","liwc","relativ","close"
"5723","liwc","relativ","closed"
"5724","liwc","relativ","closely"
"5725","liwc","relativ","closer"
"5726","liwc","relativ","closes"
"5727","liwc","relativ","closest"
"5728","liwc","relativ","closing"
"5729","liwc","relativ","come"
"5730","liwc","relativ","comes"
"5731","liwc","relativ","coming"
"5732","liwc","relativ","common"
"5733","liwc","relativ","connection*"
"5734","liwc","relativ","constant"
"5735","liwc","relativ","constantly"
"5736","liwc","relativ","continu*"
"5737","liwc","relativ","corner"
"5738","liwc","relativ","corners"
"5739","liwc","relativ","countr*"
"5740","liwc","relativ","coverage"
"5741","liwc","relativ","cross*"
"5742","liwc","relativ","cruis*"
"5743","liwc","relativ","current*"
"5744","liwc","relativ","cycle*"
"5745","liwc","relativ","dail*"
"5746","liwc","relativ","danc*"
"5747","liwc","relativ","date*"
"5748","liwc","relativ","day*"
"5749","liwc","relativ","decade*"
"5750","liwc","relativ","decay*"
"5751","liwc","relativ","december"
"5752","liwc","relativ","deep*"
"5753","liwc","relativ","delay*"
"5754","liwc","relativ","deliver*"
"5755","liwc","relativ","dense"
"5756","liwc","relativ","densit*"
"5757","liwc","relativ","depart"
"5758","liwc","relativ","departed"
"5759","liwc","relativ","departing"
"5760","liwc","relativ","departs"
